,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
973,BMW X6 xDrive30d,2013,3750000,56000,1,0,1,0,11.2,2993.0,241.0
974,Maruti Swift Dzire ZXI Plus,2018,795000,41779,0,0,0,0,21.21,1197.0,81.8
975,Honda Jazz 1.2 V i VTEC,2016,625000,54000,0,0,0,0,18.7,1199.0,88.7
976,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,2900000,31000,1,0,1,0,13.0,2143.0,204.0
977,Maruti Ignis 1.3 AMT Zeta,2017,625000,37000,1,1,1,0,26.8,1248.0,74.0
978,Chevrolet Cruze LTZ AT,2011,440000,90000,1,1,1,1,18.1,1991.0,147.9
979,Toyota Corolla Altis 1.8 G,2018,1400000,13534,0,0,0,0,14.28,1798.0,138.03
980,Toyota Corolla Altis 1.8 VL AT,2017,1450000,7000,0,0,1,1,14.53,1794.0,138.1
981,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,23000,1,0,1,0,17.9,2143.0,136.0
982,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,43000,1,0,1,0,11.36,2755.0,171.5
983,Kia Seltos HTX Plus AT D,2020,1900000,5000,1,0,1,0,17.8,1493.0,113.4
984,Maruti Ciaz RS ZDi Plus SHVS,2017,844999,70000,1,0,0,0,28.09,1248.0,88.5
985,Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,99000,1,0,1,0,21.66,1498.0,103.52
986,Maruti Swift ZXI 2018,2018,750000,15000,0,0,0,0,22.0,1197.0,81.8
987,BMW 6 Series GT 630d Luxury Line,2018,6000000,28156,1,0,1,0,17.09,2993.0,261.4
988,Honda Jazz 1.2 SV i VTEC,2015,610000,30000,0,0,0,0,18.7,1199.0,88.7
989,Toyota Fortuner 2.8 2WD AT BSIV,2018,2940000,100000,1,0,1,0,12.9,2755.0,174.5
990,Hyundai Creta 1.6 CRDi SX,2017,1150000,63309,1,0,0,0,19.67,1582.0,126.2
991,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1825000,94000,1,0,1,0,11.36,2755.0,171.5
992,Hyundai Elite i20 Asta Option CVT BSIV,2018,890000,29000,0,0,1,0,17.4,1197.0,81.86
993,Tata Indigo CS eLX BS IV,2017,385000,155000,1,1,0,0,25.0,1396.0,69.01
994,Maruti Celerio ZXI AT,2016,400000,35000,0,1,1,0,23.1,998.0,67.04
995,Hyundai Grand i10 1.2 CRDi Sportz Option,2018,550000,50000,1,1,0,0,24.0,1186.0,73.97
996,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,270000,185000,1,1,0,0,14.8,2499.0,80.0
997,Tata Indigo CS LS (TDI) BS III,2013,200000,175000,1,1,0,1,19.09,1396.0,69.0
998,Renault KWID RXT Optional,2016,310000,11500,0,1,0,0,25.17,799.0,53.3
999,Hyundai Xcent 1.2 CRDi S,2019,700000,3000,1,1,0,0,25.4,1186.0,73.97
1000,Chevrolet Sail LT ABS,2015,480000,80000,1,1,0,1,22.1,1248.0,74.0
1001,Maruti Alto LXI,2005,90000,40000,0,1,0,1,19.7,796.0,46.3
1002,Maruti Alto LXI,2005,80000,40000,0,1,0,1,19.7,796.0,46.3
1003,Maruti Ritz VDi,2015,350000,90000,1,1,0,0,23.2,1248.0,73.94
1004,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,600000,100000,1,1,0,0,23.65,1248.0,88.5
1005,Mahindra Scorpio M2DI,2011,350000,120000,1,1,0,2,13.5,2179.0,115.0
1006,Maruti Vitara Brezza VDi Option,2018,770000,50000,1,1,0,0,24.3,1248.0,88.5
1007,Mahindra Verito 1.5 D6 BSIV,2012,350000,25000,1,1,0,0,21.03,1461.0,65.0
1008,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,600000,50000,1,1,0,2,12.05,2179.0,120.0
1009,Mahindra TUV 300 T8,2016,750000,71000,1,1,0,0,18.49,1493.0,100.0
1010,Maruti Wagon R VXI BS IV,2016,340000,40000,0,1,0,0,20.51,998.0,67.04
1011,Hyundai Elite i20 Petrol Sportz,2018,650000,31800,0,1,0,0,18.6,1197.0,81.86
1012,Hyundai i10 Sportz,2014,300000,65000,0,1,0,0,20.36,1197.0,78.9
1013,Maruti Alto 800 LXI,2014,204999,15000,0,1,0,1,22.74,796.0,47.3
1014,Mahindra Verito 1.5 D4 BSIII,2012,254999,70000,1,1,0,1,20.8,1461.0,65.0
1015,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,650000,5000,0,1,0,0,18.16,1196.0,86.8
1016,Hyundai EON Magna Plus,2017,280000,50000,0,1,0,1,21.1,814.0,55.2
1017,Tata Indica V2 DLS,2011,100000,80000,1,1,0,0,17.2,1396.0,53.5
1018,Chevrolet Tavera Neo 3 9 Str BSIII,2014,575000,70000,1,1,0,1,13.58,2499.0,72.4
1019,Maruti Vitara Brezza VDi,2017,780000,40000,1,1,0,0,24.3,1248.0,88.5
1020,Mahindra Bolero 2011-2019 ZLX,2013,467000,157000,1,1,0,0,15.96,2523.0,62.1
1021,Mahindra Scorpio S10 7 Seater,2015,1050000,90000,1,1,0,0,15.4,2179.0,120.0
1022,Hyundai i10 Magna 1.1L,2011,225000,80000,0,1,0,1,19.81,1086.0,68.05
1023,Mahindra Verito 1.5 D4 BSIV,2012,260000,70000,1,1,0,1,21.03,1461.0,65.0
1024,Chevrolet Spark 1.0 E,2009,90000,50000,0,1,0,1,16.0,995.0,63.0
1025,Ford Figo Diesel ZXI,2012,280000,60000,1,1,0,0,20.0,1399.0,68.0
1026,Mahindra Verito 1.5 D4 BSIII,2014,350000,106000,1,1,0,1,20.8,1461.0,65.0
1027,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,229999,80000,1,1,0,1,10.5,2179.0,120.0
1028,Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,1,1,0,1,15.96,2523.0,63.0
1029,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,110000,1,1,0,1,12.99,2494.0,100.0
1030,Mahindra Bolero DI,2011,370000,120000,1,1,0,2,13.6,2523.0,63.0
1031,Maruti Alto K10 LXI,2013,250000,27000,0,1,0,0,20.92,998.0,67.1
1032,Maruti Alto LXi,2007,95000,70000,0,1,0,1,19.7,796.0,46.3
1033,Maruti Wagon R LXI Minor,2010,180000,70000,0,1,0,1,18.9,1061.0,67.0
1034,Mahindra NuvoSport N8 AMT,2016,650000,50000,1,1,1,0,17.45,1493.0,100.0
1035,Hyundai Xcent 1.2 CRDi E,2018,530000,60000,1,1,0,0,25.4,1186.0,73.97
1036,Maruti Swift VVT ZXI,2017,610000,15000,0,1,0,0,22.0,1197.0,81.8
1037,Mahindra Xylo E4 8S,2010,265000,135000,1,1,0,0,14.0,2498.0,112.0
1038,Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,26300,0,1,0,0,23.84,1199.0,84.0
1039,Mahindra Bolero 2011-2019 SLE,2014,430000,120000,1,1,0,0,15.96,2523.0,62.1
1040,Maruti Swift Dzire VDI,2017,711000,35000,1,1,0,0,28.4,1248.0,74.02
1041,Maruti Swift Dzire VXI,2015,511000,30000,0,1,0,0,20.85,1197.0,83.14
1042,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,1,1,0,0,15.96,2523.0,62.1
1043,Tata Zest Revotron 1.2 XT,2015,325000,50000,0,1,0,0,17.57,1193.0,88.7
1044,Renault Scala Diesel RxZ,2013,434999,120000,1,1,0,0,21.64,1461.0,84.8
1045,Ford Figo Diesel LXI,2010,210000,100000,1,1,0,1,20.0,1399.0,68.0
1046,Maruti SX4 Vxi BSIII,2007,160000,120000,0,1,0,1,15.0,1586.0,104.68
1047,Maruti Ertiga VXI Limited Edition,2017,650000,70000,0,1,0,1,17.5,1373.0,91.1
1048,Hyundai i20 Sportz 1.2,2014,320000,72000,0,1,0,0,18.6,1197.0,81.83
1049,Renault KWID Climber 1.0 MT,2017,290000,50000,0,1,0,0,23.01,999.0,67.0
1050,Tata Nano CX,2013,80000,30000,0,1,0,0,25.4,624.0,37.48
1051,Tata Safari Storme EX,2017,1100000,20000,1,1,0,0,14.1,2179.0,147.94
1052,Maruti Ciaz ZDi Plus,2015,600000,110000,1,1,0,0,26.21,1248.0,88.5
1053,Renault KWID RXT,2017,340000,25000,0,1,0,0,25.17,799.0,53.3
1054,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,120000,1,1,0,0,12.99,2494.0,100.6
1055,Maruti Alto LX,2006,100000,40000,0,1,0,0,19.7,796.0,46.3
1056,Renault KWID RXT Optional,2019,395000,10000,0,1,0,0,25.17,799.0,53.3
1057,Maruti Wagon R VXI Minor,2010,200000,65000,0,1,0,0,18.9,1061.0,67.0
1058,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,2,1,0,0,21.94,1196.0,61.7
1059,Mahindra Verito 1.4 G4 BSIV,2012,180000,110000,0,1,0,1,13.87,1390.0,75.0
1060,Mahindra Bolero DI,2008,190000,120000,1,1,0,1,13.6,2523.0,63.0
1061,Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,0,1,0,0,15.37,1196.0,73.0
1062,Maruti Ritz VDi,2014,351000,89100,1,1,0,1,23.2,1248.0,73.94
1063,Chevrolet Optra 1.6 LT Royale,2006,190000,94000,0,1,0,1,17.4,1599.0,104.0
1064,Hyundai EON Magna Plus,2015,225000,120000,0,1,0,1,21.1,814.0,55.2
1065,Chevrolet Spark 1.0 LT,2012,130000,110000,0,1,0,0,16.2,995.0,62.1
1066,Maruti Ciaz Alpha Diesel,2018,1000000,50000,1,1,0,0,28.09,1248.0,88.5
1067,Tata Indica V2 DLS TC,2004,55000,90000,1,1,0,2,16.8,1405.0,62.0
1068,Chevrolet Sail 1.2 LT ABS,2014,330000,23000,0,1,0,0,18.2,1199.0,82.4
1069,Maruti Omni MPI STD BSIV,2013,166000,50000,0,1,0,0,16.8,796.0,34.2
1070,Mahindra Xylo D4 BSIII,2013,200000,300000,1,1,0,0,14.0,2498.0,112.0
1071,Maruti Alto K10 2010-2014 VXI,2011,140000,50000,0,1,0,2,20.92,998.0,67.1
1072,Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,2,1,0,0,21.94,1196.0,61.7
1073,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,0,1,1,0,17.4,1197.0,81.86
1074,Hyundai i20 Active 1.4,2015,500000,126000,1,1,0,0,21.19,1396.0,88.73
1075,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,0,1,0,0,20.14,1197.0,81.86
1076,Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,200000,0,1,0,0,17.5,1197.0,85.8
1077,Maruti Alto LXi,2009,120000,120000,0,1,0,0,19.7,796.0,46.3
1078,Hyundai Getz GLX,2005,95000,120000,0,1,0,3,15.3,1341.0,83.0
1079,Hyundai i10 Sportz AT,2010,196000,110000,0,1,1,2,16.95,1197.0,78.9
1080,Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,0,1,0,0,15.37,1196.0,73.0
1081,Tata Manza Aura Plus Safire,2010,150000,104000,0,1,0,0,15.0,1368.0,90.0
1082,Honda BR-V i-VTEC E MT,2017,595000,120000,0,1,0,0,15.4,1497.0,117.3
1083,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,1,1,1,0,24.3,1248.0,88.5
1084,Maruti Swift VDI,2011,280000,210000,1,1,0,0,22.9,1248.0,74.0
1085,Maruti 800 Std BSII,2003,35000,35000,0,1,0,1,16.1,796.0,37.0
1086,Maruti Ritz VDi,2009,180000,85000,1,1,0,2,21.1,1248.0,73.9
1087,Maruti Wagon R VXi BSII,2012,225000,80000,0,1,0,0,18.9,998.0,67.1
1088,Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,1,1,1,0,14.84,2143.0,170.0
1089,Hyundai i20 Era Diesel,2009,340000,40000,1,1,0,0,23.0,1396.0,90.0
1090,Toyota Innova 2.5 GX 8 STR,2010,550000,216000,1,1,0,0,12.8,2494.0,102.0
1091,Maruti Wagon R VXI BS IV,2017,400000,65000,0,1,0,1,20.51,998.0,67.04
1092,Hyundai Getz GLE,2006,90000,100000,0,1,0,2,15.3,1341.0,83.0
1093,Maruti Ciaz VDi Plus SHVS,2015,650000,84000,1,1,0,0,28.09,1248.0,88.5
1094,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,1,1,0,0,12.99,2494.0,100.0
1095,Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,0,1,0,0,15.26,1150.0,74.9
1096,Hyundai Getz GLE,2006,81000,100000,0,1,0,3,15.3,1341.0,83.0
1097,Maruti Swift Glam,2007,170000,78000,0,1,0,1,16.1,1298.0,88.2
1098,Honda City 1.5 EXI,2002,81000,161000,0,1,0,3,13.0,1493.0,100.0
1099,Maruti Alto LX,2005,95000,70000,0,1,0,2,19.7,796.0,46.3
1100,Tata Nano Cx BSIV,2010,55000,50000,0,1,0,2,26.0,624.0,35.0
1101,Renault Lodgy World Edition 110PS,2017,880000,65000,1,1,0,0,19.98,1461.0,108.5
1102,Renault KWID RXL,2015,200000,50000,0,1,0,0,25.17,799.0,53.3
1103,Maruti Wagon R VXI 1.2,2019,480000,25000,0,1,0,0,20.52,1197.0,81.8
1104,Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,1,1,0,0,15.96,2523.0,62.1
1105,Hyundai i20 1.2 Asta,2018,700000,6000,0,1,0,0,18.6,1197.0,81.83
1106,Honda BRV i-DTEC V MT,2016,850000,72113,1,1,0,0,21.9,1498.0,98.6
1107,Tata Indigo CR4,2012,300000,40000,1,1,0,0,23.57,1396.0,70.0
1108,Hyundai i20 1.2 Asta Option,2017,650000,8000,0,1,0,0,18.6,1197.0,81.83
1109,Maruti Ritz VXI,2010,220000,20000,0,1,0,0,21.1,1197.0,85.8
1110,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,1,1,0,0,19.09,1405.0,69.01
1111,Maruti Swift Dzire VDI,2014,450000,80000,1,1,0,0,23.4,1248.0,74.0
1112,Maruti Swift VDI BSIV,2014,400000,90000,1,1,0,0,25.2,1248.0,74.0
1113,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,1,1,0,0,25.1,1248.0,88.5
1114,Tata Manza Aura Quadrajet,2010,190000,100000,1,1,0,1,18.8,1248.0,90.0
1115,Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,0,1,0,1,16.6,1388.0,68.0
1116,Hyundai i20 Active S Diesel,2018,800000,30000,1,1,0,0,21.19,1396.0,88.76
1117,Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,1,1,0,2,10.5,2609.0,120.0
1118,Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,1,1,0,1,13.93,2179.0,138.03
1119,Volkswagen Vento Diesel Highline,2011,375000,69000,1,1,0,1,20.54,1598.0,103.6
1120,Chevrolet Beat LT,2010,140000,75000,0,1,0,0,18.6,1199.0,79.4
1121,Maruti Alto LX,2004,60000,113000,0,1,0,1,19.7,796.0,46.3
1122,Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,1,1,0,1,24.4,1120.0,71.01
1123,Renault Pulse RxZ,2012,300000,100000,1,1,0,2,23.08,1461.0,63.12
1124,Tata Indica Vista Quadrajet VX,2012,150000,110000,1,1,0,0,22.3,1248.0,74.0
1125,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,1,1,0,0,22.77,1498.0,98.59
1126,Ford Figo Diesel Titanium,2011,204999,100000,1,1,0,1,20.0,1399.0,68.0
1127,Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,1,1,0,0,25.4,1186.0,73.97
1128,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,1,1,0,0,20.5,1248.0,91.7
1129,Hyundai Santa Fe 2WD AT,2014,1050000,146000,1,1,1,1,13.01,2199.0,194.3
1130,Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,0,1,0,1,12.9,1598.0,102.5
1131,Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,1,1,0,1,11.57,2179.0,138.1
1132,Honda Accord 2.4 AT,2009,400000,100000,0,1,1,1,11.7,2354.0,177.6
1133,Maruti Swift AMT VXI,2019,610000,10000,0,1,1,0,21.21,1197.0,81.8
1134,Maruti Swift Dzire VDI,2014,509999,110000,1,1,0,0,23.4,1248.0,74.0
1135,Tata Safari Storme VX,2014,521000,86000,1,1,0,1,14.0,2179.0,138.1
1136,Maruti Swift Dzire VDI,2014,511000,100000,1,1,0,0,23.4,1248.0,74.0
1137,Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,1,1,0,0,22.54,1396.0,88.73
1138,Hyundai i10 Sportz,2009,170000,100000,0,1,0,0,20.36,1197.0,78.9
1139,Maruti Swift Dzire VDI,2013,450000,120000,1,1,0,1,23.4,1248.0,74.0
1140,Honda City 1.5 V Elegance,2011,375000,90000,0,1,0,1,17.0,1497.0,118.0
1141,Maruti Alto 800 LXI,2016,305000,60000,0,1,0,1,22.74,796.0,47.3
1142,Renault KWID RXT,2016,315000,51500,0,1,0,0,25.17,799.0,53.3
1143,Chevrolet Sail 1.3 LS,2016,250000,60000,1,1,0,1,22.1,1248.0,74.0
1144,Ford Figo Diesel EXI,2012,200000,104500,1,1,0,1,20.0,1399.0,68.0
1145,Renault Duster 110PS Diesel RxL,2012,400000,120000,1,1,0,2,19.01,1461.0,108.45
1146,Maruti Swift ZDi,2014,509999,100000,1,1,0,1,22.9,1248.0,74.0
1147,Honda Civic 1.8 V MT,2008,375000,90000,0,1,0,2,13.5,1799.0,130.0
1148,Maruti Wagon R LXI,2005,150000,150000,0,1,0,2,18.9,998.0,67.1
1149,Maruti Wagon R AX,2006,75000,60000,0,1,1,0,18.9,998.0,67.1
1150,Hyundai Verna 1.4 VTVT,2015,465000,50000,0,1,0,1,17.43,1396.0,105.5
1151,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,1,1,0,0,24.0,1186.0,73.97
1152,Mahindra Scorpio 1.99 S10,2015,950000,120000,1,1,0,2,15.4,1997.0,120.0
1153,Hyundai i20 1.2 Asta,2017,610000,40000,0,1,0,0,18.6,1197.0,81.83
1154,Maruti Alto 800 LXI,2014,235000,50000,0,1,0,0,22.74,796.0,47.3
1155,Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,0,1,0,0,15.37,1196.0,73.0
1156,Nissan Terrano XE 85 PS,2014,472000,90000,1,1,0,0,20.45,1461.0,83.8
1157,Maruti Swift VXI,2019,585000,10000,0,1,0,0,21.21,1197.0,81.8
1158,Mahindra Supro LX 8 Str,2018,500000,10000,1,1,0,0,23.5,909.0,45.0
1159,Maruti Alto K10 VXI,2019,360000,27000,0,1,0,0,23.95,998.0,67.05
1160,Maruti Swift Dzire VDI,2016,649000,70000,1,1,0,0,26.59,1248.0,74.0
1161,Maruti Omni MPI CARGO BSIV,2017,200000,50000,0,1,0,0,16.8,796.0,34.2
1162,Hyundai Grand i10 CRDi Magna,2014,400000,110000,1,1,0,0,24.0,1120.0,70.0
1163,Maruti Celerio VDi,2015,250000,100000,1,1,0,1,27.62,793.0,47.0
1164,Mahindra Marazzo M6,2018,1200000,50000,1,1,0,0,17.3,1497.0,121.0
1165,Maruti Swift Vdi BSIII,2009,250000,105000,1,1,0,1,17.8,1248.0,75.0
1166,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,1,1,0,0,12.99,2494.0,100.6
1167,Mahindra XUV500 W8 2WD,2014,800000,60000,1,1,0,1,15.1,2179.0,140.0
1168,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,0,0,0,1,18.88,999.0,123.37
1169,Hyundai Santro Xing GLS,2010,150000,60000,0,1,0,2,17.92,1086.0,62.1
1170,Chevrolet Beat Diesel LT,2012,170000,90000,1,1,0,0,25.44,936.0,57.6
1171,Renault Duster 110PS Diesel RxL,2013,360000,81000,1,1,0,1,19.01,1461.0,108.45
1172,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,1,1,0,0,25.4,1186.0,73.97
1173,Renault Duster 110PS Diesel RxZ,2012,350000,105000,1,1,0,1,19.01,1461.0,108.45
1174,Maruti Ertiga BSIV VXI,2017,700000,227000,0,1,0,0,17.5,1373.0,91.1
1175,Renault Duster 110PS Diesel RxZ,2012,375000,100000,1,1,0,1,19.01,1461.0,108.45
1176,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,2,1,0,0,21.94,1196.0,61.7
1177,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,1,1,0,2,21.9,1396.0,88.76
1178,Volkswagen Vento Diesel Comfortline,2011,260000,120000,1,1,0,2,20.54,1598.0,103.6
1179,Maruti Alto LXi BSIII,2009,130000,80000,0,1,0,2,19.7,796.0,46.3
1180,Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,1,1,0,3,11.57,2179.0,138.1
1181,Hyundai Santro Xing GLS,2014,220000,40000,0,1,0,0,17.92,1086.0,62.1
1182,Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,0,1,0,0,20.36,1197.0,78.9
1183,Maruti Swift LDI Optional,2017,455000,60000,1,1,0,0,25.2,1248.0,74.0
1184,Hyundai i20 1.2 Magna Executive,2017,570000,30000,0,1,0,0,18.6,1197.0,81.83
1185,Volkswagen Vento Diesel Highline,2013,330000,100000,1,1,0,2,20.54,1598.0,103.6
1186,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,1,1,0,0,13.68,2393.0,147.8
1187,Maruti Ertiga ZDI,2012,450000,98000,1,1,0,3,20.77,1248.0,88.8
1188,Hyundai EON Magna Plus,2014,250000,60000,0,1,0,0,21.1,814.0,55.2
1189,Hyundai i10 Sportz,2010,165000,80000,0,1,0,2,20.36,1197.0,78.9
1190,Mahindra Ssangyong Rexton RX7,2013,800000,117000,1,0,1,0,11.18,2696.0,184.0
1191,Honda Jazz 1.2 V i VTEC,2018,680000,8576,0,0,0,0,18.7,1199.0,88.7
1192,Tata Tigor 1.2 Revotron XZA,2017,525000,19723,0,0,1,0,20.3,1199.0,84.0
1193,Honda City 1.5 V MT Sunroof,2016,825000,21446,0,0,0,0,16.8,1497.0,116.3
1194,Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,1,0,0,0,25.1,1248.0,88.5
1195,Mahindra Scorpio S4 Plus,2017,950000,52236,1,0,0,0,15.4,2179.0,120.0
1196,Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,1,0,0,0,15.4,2179.0,120.0
1197,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,1,0,0,0,21.9,1396.0,90.0
1198,Tata Tiago XT,2019,490000,33928,0,0,0,0,23.84,1199.0,84.48
1199,Mahindra TUV 300 T4 Plus,2018,775000,59736,1,0,0,0,18.49,1493.0,100.0
1200,Honda City 1.5 V MT,2009,350000,54290,0,0,0,0,17.0,1497.0,118.0
1201,Honda Brio S MT,2016,475000,2118,0,0,0,0,19.4,1198.0,86.8
1202,Mahindra Scorpio S4 7 Seater,2017,950000,61379,1,0,0,0,15.4,2179.0,120.0
1203,Honda City i-VTEC S,2010,350000,58544,0,0,0,1,17.4,1497.0,117.3
1204,Maruti Wagon R VXI,2016,400000,74381,0,0,0,0,21.79,998.0,67.05
1205,Maruti 800 DX 5 Speed,2001,75000,35000,0,1,0,2,16.1,796.0,37.0
1206,Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,1,0,0,0,22.7,1498.0,89.84
1207,Maruti Wagon R VXI,2008,175000,65000,0,0,0,1,18.9,998.0,67.1
1208,Mahindra Bolero 2011-2019 SLE,2014,570000,74000,1,0,0,0,15.96,2523.0,62.1
1209,Renault Duster 110PS Diesel RxZ,2013,525000,56429,1,0,0,1,19.01,1461.0,108.45
1210,Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,0,1,0,0,20.36,1197.0,78.9
1211,Hyundai Santro Magna,2019,434999,19500,0,0,0,0,20.3,1086.0,68.07
1212,Hyundai i20 Asta Option 1.2,2015,495000,30000,0,0,0,0,18.6,1197.0,81.83
1213,Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,1,0,0,0,22.54,1396.0,88.73
1214,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,0,1,0,0,20.14,1197.0,81.86
1215,Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,0,1,0,0,17.01,1591.0,121.4
1216,Honda City i DTec V,2014,560000,72000,1,0,0,0,26.0,1498.0,98.6
1217,Mahindra Bolero DI AC BSIII,2005,250000,80000,1,1,0,0,13.6,2523.0,63.0
1218,Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,0,1,0,1,15.0,1598.0,103.5
1219,Nissan Terrano XL D Option,2016,495000,56832,1,0,0,0,19.87,1461.0,83.14
1220,Hyundai Elite i20 Petrol Asta,2014,470000,30528,0,0,0,0,18.6,1197.0,81.86
1221,Honda Amaze S Diesel,2013,350000,65285,1,0,0,0,24.7,1498.0,98.63
1222,Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,1,0,0,0,13.68,2393.0,147.51
1223,Honda Jazz 1.2 S i VTEC,2015,480000,43000,0,0,0,0,18.7,1199.0,88.7
1224,Toyota Etios Liva 1.4 GD,2013,270000,52380,1,0,0,0,23.59,1364.0,67.04
1225,Mahindra Bolero B2,2018,660000,74250,1,0,0,0,21.0,1498.0,74.96
1226,Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,0,0,1,0,20.89,1197.0,81.8
1227,Maruti Vitara Brezza ZDi Plus,2017,800000,52000,1,1,0,0,24.3,1248.0,88.5
1228,Nissan Sunny XV,2011,350000,47000,0,1,0,1,16.95,1498.0,97.7
1229,Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,1,1,0,2,17.8,1399.0,68.0
1230,Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,1,1,0,1,18.0,1248.0,75.0
1231,Maruti Swift Dzire VDi,2012,400000,100000,1,1,0,0,19.3,1248.0,73.9
1232,Nissan Sunny XV,2011,250000,110000,0,1,0,0,16.95,1498.0,97.7
1233,Fiat Linea Emotion (Diesel),2010,190000,178000,1,1,0,1,20.4,1248.0,91.7
1234,Maruti Alto LX,2010,125000,120000,0,1,0,2,19.7,796.0,46.3
1235,Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,1,1,0,0,16.3,1956.0,170.0
1236,Audi Q5 2.0 TDI,2011,1300000,120000,1,1,1,0,12.8,1968.0,167.6
1237,Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,1,1,0,2,12.8,2494.0,102.0
1238,Maruti Wagon R VXI BS IV,2015,335000,30000,0,1,0,0,20.51,998.0,67.04
1239,Maruti Wagon R LXI Minor,2009,114999,60000,0,1,0,2,18.9,1061.0,67.0
1240,Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,1,1,0,3,22.07,1199.0,73.9
1241,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,1,1,0,0,22.54,1396.0,88.73
1242,Hyundai Verna 1.6 SX,2012,395000,120000,1,1,0,0,22.32,1582.0,126.32
1243,Maruti Swift Dzire VDI,2015,500000,120000,1,1,0,0,26.59,1248.0,74.0
1244,Hyundai EON Era Plus,2014,220000,50000,0,1,0,2,21.1,814.0,55.2
1245,Ford Figo Diesel Celebration Edition,2013,240000,100000,1,1,0,0,20.0,1399.0,68.1
1246,Hyundai i20 1.4 CRDi Asta,2010,215000,120000,1,1,0,2,23.0,1396.0,90.0
1247,Maruti Swift VDI,2012,400000,90000,1,1,0,1,22.9,1248.0,74.0
